17200 57378
37656 514 576
19134 86 234
29378 594 664
44013 210 455
2382 1 518
38648 231 377
44651 603 678
14704 36 423
51632 328 477
41290 212 512
28969 37 169
2943 462 472
11434 200 218
22720 38 161
28041 365 553
42598 192 218
43568 5 26
25224 245 689
10833 55 212
24648 589 649
48933 171 622
2424 274 671
8572 31 250
51490 69 112
24668 189 486
37383 73 635
11180 130 682
12578 493 654
1939 418 680
54954 215 527
48632 326 624
51403 534 541
21948 435 652
47226 18 667
51543 39 311
19469 603 680
43644 500 561
22063 307 432
25325 174 533
3513 30 544
32271 109 410
2266 437 616
9988 349 556
52727 261 427
40618 274 617
11665 60 581
6100 430 523
2011 67 227
6963 165 188
11711 244 682
34199 4 605
5659 41 146
49263 414 418
31621 209 400
50576 415 431
25515 374 628
23289 215 591
21764 467 541
29752 394 417
54683 337 373
24886 342 562
30889 91 116
17060 216 376
51586 631 642
22735 538 557
34195 305 421
52084 42 637
53462 127 400
11694 145 629
51460 66 409
42209 285 558
45787 475 553
5649 257 674
8922 221 317
49576 425 673
21756 511 672
21414 242 411
54249 5 205
17153 62 188
46982 497 661
45638 13 285
4927 20 620
6242 60 534
41978 269 531
16879 547 602
9539 124 609
38441 98 635
38172 260 543
415 442 573
21197 355 659
25033 178 369
40455 95 296
16135 11 373
18764 131 470
1204 136 208
38529 69 238
4878 28 536
40313 340 372
13220 648 663
11102 456 523
55682 191 369
1057 51 348
10206 453 584
39218 188 364
52496 95 534
2303 463 565
42570 13 561
48582 247 597
53543 204 607
53491 81 507
48528 462 592
55182 49 670
57003 618 675
37324 458 643
17511 72 421
19294 192 422
46603 486 490
11124 31 214
41546 469 572
56483 87 533
2884 94 289
2943 207 277
5257 258 316
55584 239 561
53884 89 381
21363 633 666
685 72 588
48760 214 479
50174 608 680
32428 359 491
55120 449 520
27621 86 128
13829 282 664
14691 239 668
38748 335 491
30260 211 557
34624 366 488
52569 289 389
52773 287 600
21855 382 514
14248 132 510
39096 604 642
7886 199 549
52968 395 596
13825 320 466
10709 439 621
55496 99 115
43908 476 563
9286 19 664
16801 71 298
24478 86 227
20082 417 538
5452 571 597
43762 282 627
158 49 149
42947 164 384
40996 59 224
10757 189 405
48685 279 581
8549 502 662
43045 248 263
11899 6 513
28740 20 437
11539 313 424
49537 163 681
3509 577 590
18830 111 313
16140 295 477
10624 438 614
21996 188 472
48617 399 484
31395 108 338
22778 360 399
20915 389 488
38280 284 368
46046 413 467
16351 35 155
29667 267 491
41122 168 374
37305 16 521
48544 129 674
31894 601 641
39076 506 637
21453 314 391
27953 27 417
41474 142 457
35954 154 300
47254 79 338
16252 107 410
43843 176 353
8907 190 278
55310 130 517
28891 42 177
18557 179 423
22370 18 654
19920 259 307
7492 85 688
31441 98 527
43671 114 691
23851 335 461
7123 37 593
53146 107 267
15465 369 496
6228 256 406
1399 188 552
27062 98 318
49812 135 179
13522 456 653
12926 310 613
42335 517 551
23049 288 675
21512 49 70
6580 186 364
17029 195 487
41267 474 512
2078 28 70
18404 344 614
16283 142 452
3186 334 633
37507 319 471
15455 289 445
38700 278 493
57289 53 420
34579 552 630
14449 34 100
4361 60 460
43273 286 307
19755 93 197
23481 16 505
46427 151 162
15644 532 640
56814 132 244
12136 240 389
32255 663 677
20320 539 678
43672 503 690
37468 339 386
48721 73 202
22192 5 598
33556 200 411
18407 6 626
26251 73 182
11272 241 686
42332 211 459
11055 311 315
41498 194 449
22765 132 433
55005 228 585
33128 120 263
51611 479 558
57255 362 556
24186 130 139
50444 172 338
14450 8 638
29822 618 686
22745 24 130
21950 191 356
12593 449 641
43642 142 238
16589 262 577
2824 539 688
38620 229 578
17788 184 485
46608 297 668
30922 373 514
53164 67 408
21817 625 671
22071 241 308
34402 62 308
42238 65 85
2993 339 531
15279 65 627
31678 307 498
28014 394 403
38554 288 554
9231 30 342
24100 38 519
8776 478 487
25805 29 489
39514 130 306
3657 571 579
28862 296 500
16442 509 622
6952 25 457
55253 49 502
50262 324 366
31600 171 252
1355 573 649
16603 55 451
12501 166 496
1461 168 573
41734 395 684
21033 407 600
19491 451 473
31671 178 551
2798 220 458
2457 142 557
9301 313 466
3125 90 234
46082 134 566
54781 493 564
51418 81 393
9335 149 258
41463 189 553
49515 507 567
26872 457 667
40257 109 593
42435 176 583
26085 464 499
54092 292 511
52955 561 651
35798 225 649
36236 157 374
7462 1 97
3809 497 643
51560 253 255
56899 367 668
31546 115 427
40766 158 637
33803 52 114
26232 30 178
54198 82 334
48321 112 168
35820 144 273
34722 600 614
12383 436 669
15626 105 198
54852 232 411
45399 51 670
25190 498 512
40488 513 663
35175 382 514
5135 183 667
42390 574 636
37622 502 640
44828 145 552
51567 324 348
42945 67 596
46095 66 459
4383 302 441
7055 330 527
20276 528 677
12237 225 404
47237 235 292
41293 121 340
54025 602 636
32380 235 419
18340 70 141
55063 479 598
2979 598 676
10113 87 367
24488 376 470
46648 602 658
38160 102 170
18311 51 204
41955 5 301
56583 197 277
1393 85 187
54969 297 590
56889 495 670
23382 120 233
12942 131 210
56165 17 516
22213 24 617
37993 152 241
52998 323 622
8570 401 451
44054 33 86
4131 138 403
34421 251 464
56991 403 443
4917 100 522
5710 497 686
6972 98 177
41296 81 215
5205 580 621
7314 102 497
16850 603 655
6972 177 318
32858 298 314
52694 121 592
7104 180 474
42654 231 507
5574 582 601
22328 6 131
25048 114 258
55224 269 281
27008 267 272
40068 155 658
19402 217 337
51146 140 378
36401 277 657
28924 688 692
19896 363 457
10353 377 660
8487 60 354
54112 178 328
25558 81 289
34112 419 577
7647 305 401
55154 69 79
36865 76 275
44866 291 442
56262 528 618
775 191 592
16452 111 446
47769 152 162
13315 65 316
24533 99 312
18541 52 342
35284 45 480
18849 519 537
35158 156 556
56398 96 246
29037 52 102
6949 2 154
48303 47 458
15953 205 671
25805 34 395
38282 345 432
17475 117 673
27208 555 589
25590 269 385
25548 170 330
54390 478 659
50648 377 588
17370 104 543
23883 450 645
24573 306 364
39447 6 336
48213 628 643
52199 247 426
2232 69 493
29004 22 37
26734 260 491
24591 167 458
30661 484 650
28579 470 609
8620 406 515
16913 34 479
40287 8 677
9214 70 379
3110 401 486
9426 10 552
22927 596 685
32545 108 135
39266 67 259
16453 307 581
45241 135 421
30405 268 292
39210 173 557
21298 340 467
16919 264 365
37977 114 229
36742 97 444
46362 157 645
43818 285 335
5480 2 491
30787 7 176
47199 536 559
3874 240 280
31016 283 680
40166 215 539
51316 464 516
40916 381 565
6016 7 520
38863 52 606
56414 21 626
38544 269 389
516 29 654
47614 142 542
28362 395 471
44364 14 203
21175 535 579
19548 199 339
19586 520 682
24239 56 583
28929 299 593
56698 155 207
618 628 666
38086 94 155
25015 262 475
12372 366 614
9748 279 687
795 368 595
16667 610 664
8662 464 518
27568 489 495
23553 506 643
4693 391 443
31556 587 610
43204 276 653
2615 171 581
415 331 413
15252 111 587
54628 28 415
50283 133 574
14357 63 349
25228 347 573
27567 59 671
52232 25 367
35755 94 464
24756 16 464
20827 42 568
38979 253 562
45914 10 13
5913 216 227
3195 472 489
42776 59 121
34095 23 462
42138 10 526
31023 293 515
33825 170 594
27015 41 381
30355 431 554
53682 301 572
4635 358 376
19377 399 455
17417 92 341
54129 172 599
21484 388 504
37383 453 602
19000 170 200
3961 113 494
45133 6 492
50685 224 490
25873 174 481
41504 161 162
20175 199 321
32893 28 349
13650 136 680
31538 92 596
19823 550 608
20062 94 671
45639 294 372
31232 203 484
17013 176 645
28169 265 627
24546 112 198
6878 306 363
35485 99 433
24370 382 472
29529 255 401
37074 76 297
6866 95 274
17082 88 434
25033 399 685
33294 347 552
27345 488 605
25962 395 634
44670 13 318
47516 295 503
10318 108 334
41030 84 95
23704 24 169
11372 197 555
47372 27 136
41421 105 606
12099 509 644
35202 519 556
20833 45 533
22082 216 226
26656 474 541
30622 474 519
8535 11 634
38321 609 664
4987 287 459
52277 19 121
3876 266 293
37584 636 645
48301 412 549
52142 468 485
42580 161 184
35467 463 678
2009 403 555
41959 259 453
41617 79 690
39996 248 632
33867 283 375
21186 474 685
40750 294 623
43021 309 691
7942 288 363
30613 29 328
12510 70 365
29598 486 491
12029 386 692
14091 26 284
52335 323 643
1367 254 603
4489 426 552
43142 431 692
72 563 564
26919 100 119
11686 267 372
43785 153 224
5201 57 653
21297 263 438
41591 73 105
10481 41 268
46780 490 691
8961 230 533
4093 184 476
6729 208 665
5375 472 489
39430 4 262
53754 209 522
32296 62 387
50659 144 187
23311 353 612
37538 483 683
18747 359 463
24618 305 635
24126 170 299
43104 356 677
49010 271 341
19578 296 453
44870 297 530
20528 86 460
11599 168 497
52748 97 414
22283 254 481
40528 48 290
50750 423 553
51624 387 486
31571 97 256
54073 5 65
17779 310 449
13704 123 626
38763 445 576
18126 74 453
35085 65 78
26643 509 563
47841 1 687
57159 108 412
4836 608 634
30676 592 600
2208 306 686
5757 219 627
49963 263 501
14118 370 377
52119 81 365
42237 89 458
45944 311 662
38600 212 669
16289 258 271
23259 72 469
55671 161 223
6905 115 442
28210 290 614
33316 5 270
34340 194 602
28549 20 242
26410 233 393
20994 319 594
7933 11 226
46751 242 389
27158 294 577
52770 27 429
25094 393 660
7787 149 527
22138 216 297
21958 74 149
30621 342 578
41249 145 473
11521 165 621
20140 349 463
19429 21 266
21913 196 312
4009 288 347
21545 68 586
5665 18 381
50010 82 567
15299 150 375
2029 469 587
17364 436 457
23786 271 320
39095 185 292
50057 303 381
53779 414 602
26629 80 393
56161 59 107
35471 98 485
40597 268 287
24694 373 503
15651 244 320
20152 11 310
20017 125 508
38363 612 683
6773 488 569
8879 403 571
45273 454 521
36916 442 546
44253 500 586
2665 19 414
28815 237 541
16539 83 258
26971 350 474
19299 322 554
29378 82 406
27206 297 494
1352 418 459
11722 221 289
32838 270 412
52872 128 326
2779 150 589
35192 328 375
8359 348 373
37948 482 555
36290 306 580
32587 28 372
36285 11 237
56522 601 612
9308 44 572
20445 478 511
56814 127 143
12351 92 360
12788 106 121
5351 419 563
41649 131 483
33020 96 416
35557 104 471
37554 280 557
26894 380 665
37842 335 548
51080 358 556
27642 139 141
7951 175 538
38208 19 81
9986 22 236
49453 128 308
30905 9 540
17068 91 198
49009 292 492
52945 78 226
55154 113 616
37434 16 169
1951 73 112
10740 17 50
28308 161 537
26402 456 504
39171 89 126
21318 44 608
54684 314 411
42210 210 343
22174 456 514
13935 430 455
39107 525 649
35562 44 58
41009 230 660
30285 508 536
17562 148 292
29752 95 525
12910 232 358
733 100 245
1842 199 344
7478 164 208
7245 105 202
4820 300 490
25379 216 399
14889 66 414
8005 83 622
6721 166 430
28625 22 233
51506 177 391
51905 340 488
39792 146 565
31339 442 443
44655 529 569
52191 204 272
21294 175 272
87 295 359
18705 21 641
8442 68 105
6682 54 195
31572 326 503
22525 2 140
11365 181 312
23269 174 578
23548 72 577
39164 158 528
4647 355 558
33853 4 179
36283 95 394
2410 212 642
33096 635 662
32679 431 627
49841 117 413
18339 225 289
46853 143 486
47472 411 583
42092 476 542
54094 224 459
26642 326 626
13816 250 539
32968 42 514
18654 193 360
36534 516 619
31463 144 374
46665 412 493
44859 213 543
56309 215 576
38962 178 646
4792 72 75
1179 211 291
33098 309 469
5198 226 459
56305 618 668
52579 115 483
8735 536 572
25978 111 598
3455 325 472
34612 365 455
41123 369 611
17336 40 687
25571 37 514
16031 376 507
30054 89 258
24811 472 579
37166 188 577
37527 196 476
55557 25 141
46544 616 674
47141 69 440
36930 500 620
19003 241 562
32501 13 249
32183 5 310
31864 522 671
19921 214 320
24260 305 573
43332 330 655
14604 544 555
1241 29 661
37893 675 681
6344 7 233
24207 195 646
26627 245 518
26558 576 642
54322 59 368
1954 50 390
35448 280 511
55655 543 569
24567 586 687
53607 87 351
6612 560 564
34756 102 276
18774 204 642
40077 90 507
30152 423 604
33854 638 668
44756 280 560
36774 216 238
31544 324 592
33295 587 648
26999 292 324
17805 266 594
43063 314 473
13914 333 514
31584 7 186
31638 108 631
9700 273 549
40925 112 160
14339 345 540
3188 210 229
51481 282 463
47310 2 351
47261 285 485
37198 177 496
36302 335 539
29381 136 234
14041 28 80
47605 486 615
26720 498 645
40268 123 238
44200 135 442
11474 91 485
14151 69 312
47600 95 565
25174 37 487
8993 138 688
55723 5 377
11941 424 438
50797 23 221
22435 7 690
25045 32 131
16642 476 490
35954 311 629
23280 344 661
41493 7 483
34539 430 474
50853 309 322
40677 332 343
48046 276 463
24650 59 630
3546 577 629
50951 241 631
16469 240 337
7671 22 292
56461 609 634
44971 71 189
8104 240 691
25464 399 621
48086 510 612
2838 60 291
28327 130 361
24468 115 285
47641 280 314
46355 292 382
21885 73 532
49626 349 628
36465 412 671
18806 414 655
3809 559 680
9344 211 418
13116 45 598
20486 382 430
3129 8 481
56999 160 343
42093 576 671
44444 2 535
11939 134 348
55303 494 521
41946 73 377
18732 437 677
39855 385 570
33685 587 633
11816 74 369
51161 46 98
51127 299 546
191 148 516
54332 168 537
48721 193 428
5492 379 511
25913 165 289
20235 79 653
51428 176 600
26557 391 536
31470 487 595
14816 295 308
50123 40 70
40475 77 312
15325 29 518
29159 347 367
33641 26 88
2017 39 536
52614 80 539
29297 12 572
40909 331 664
10636 287 609
44068 207 512
7647 664 687
5261 560 627
27112 110 172
13397 186 578
30725 55 682
21007 531 619
32415 207 416
14541 126 643
17960 462 510
53052 13 182
53494 239 391
39408 87 261
19486 130 617
9958 170 418
39804 199 574
14552 105 415
57110 464 646
25932 213 682
40783 77 547
25675 558 605
48334 141 331
26744 43 256
14078 354 592
29219 192 392
44804 598 631
33177 270 636
49851 66 592
51457 201 205
48980 127 401
43658 44 335
26008 318 544
1640 29 40
22846 401 543
29802 56 491
39445 125 197
2855 369 646
10568 51 402
25722 36 66
45552 224 265
31634 176 192
743 247 691
38331 78 550
7618 187 623
33094 247 557
46407 251 619
47756 228 478
39684 62 502
21151 90 515
6624 8 524
56922 324 561
17024 262 458
51299 367 670
7897 32 126
42152 237 379
23237 44 412
45968 201 445
18539 9 564
33209 303 349
8876 75 241
26727 218 495
16864 156 644
31695 282 536
49813 57 277
23165 616 617
51216 384 660
21315 82 532
23714 155 581
49916 628 637
57372 340 508
1297 338 617
7604 620 653
3401 241 649
42839 78 617
7721 160 455
13807 92 119
13160 39 221
35972 514 602
31793 380 386
36042 98 401
42974 63 482
26874 123 528
24204 324 517
15921 50 647
27148 259 323
16245 318 434
32355 80 547
46613 130 226
17498 417 474
36765 344 568
57338 136 528
22454 392 644
19572 22 579
3107 19 642
23204 205 622
39780 34 291
53892 529 583
54542 125 144
41246 145 685
10753 203 529
41402 26 98
1752 565 575
10860 194 433
4504 233 458
57184 322 512
23981 347 493
33528 591 641
4041 344 407
45760 256 640
873 4 255
40203 541 631
40493 43 555
28740 146 373
40960 442 456
18691 259 267
12431 138 156
9163 410 619
12959 315 518
14056 324 671
33365 53 593
24533 166 511
44239 73 359
45214 554 592
25000 104 513
31920 512 679
16948 260 278
13555 68 74
827 391 570
55738 260 624
23751 291 447
34953 190 295
18541 332 441
31524 13 434
24233 175 257
16165 139 409
57177 442 447
13487 283 410
37568 231 459
2019 119 617
49823 271 434
13313 147 422
4025 162 652
13631 49 515
38156 313 433
41501 189 249
24751 393 640
5504 298 416
51180 307 312
20029 483 503
56314 82 257
54012 110 443
42769 169 259
19575 125 327
42060 272 513
11776 370 553
30313 387 519
7435 29 47
56294 132 671
35320 156 371
26218 107 238
11510 72 435
7613 484 531
53685 510 568
43426 624 691
42992 364 674
2533 3 533
4253 50 534
56715 42 381
9054 83 415
29272 370 647
30949 36 158
192 141 586
52669 368 673
3844 227 370
37978 74 453
37652 51 299
25060 416 640
45124 43 534
56906 125 356
14736 132 293
12782 411 659
55790 435 467
1717 450 473
8539 440 486
55686 34 132
38311 280 305
15181 146 348
1750 174 434
46851 379 556
14603 183 306
22263 4 179
41020 119 149
43213 70 262
30981 209 620
120 105 633
28760 12 281
24529 636 649
47407 108 181
24911 475 584
5158 225 520
40476 266 322
55405 96 500
15179 209 348
45577 52 72
39584 250 577
6550 156 460
30543 418 510
17829 364 646
3934 518 570
50947 256 468
30354 271 459
7374 7 283
6815 221 674
45756 251 662
19190 84 491
47892 87 673
42177 279 494
12236 312 686
48982 12 156
24359 490 668
27242 118 282
36146 31 172
55491 302 579
29828 424 605
30206 204 299
48662 66 368
24452 305 506
14899 251 503
11672 601 677
12776 206 491
2620 470 661
9495 36 271
34366 285 524
39045 178 628
21850 146 330
15023 226 327
50651 262 533
34173 224 601
36333 67 296
11044 157 458
31669 186 296
45963 116 312
34720 493 635
31163 94 334
47323 109 270
39112 58 374
34068 93 691
45504 322 476
46187 469 656
29383 321 481
19009 313 590
47059 190 454
29041 313 363
32050 78 514
13908 310 555
28827 111 142
43933 455 662
8978 153 408
3724 290 498
34173 186 582
45880 499 670
33734 338 497
22835 53 197
33181 599 623
53356 412 504
49626 303 667
13295 10 154
3142 68 204
15759 163 639
35629 425 599
8405 235 461
1474 558 566
25842 74 154
20297 254 494
19404 204 670
36271 233 605
24711 267 286
45834 71 175
3450 391 577
5246 383 487
21354 124 416
37674 354 485
28574 281 479
43630 230 476
49905 230 595
2143 110 688
43112 114 398
8342 153 457
48756 570 576
8811 275 347
27179 243 391
45464 585 630
46996 158 544
34516 490 641
39989 22 344
30383 8 13
1979 343 683
42653 389 512
48719 156 312
11506 158 509
43019 39 272
22041 165 412
10310 168 312
39283 483 626
11896 124 615
39471 81 591
40601 49 651
13935 72 125
20609 397 404
32939 43 635
659 54 496
44173 202 659
26261 222 442
11581 172 577
42169 17 163
12282 155 301
36849 448 665
42920 180 417
47936 445 632
20616 260 303
44247 113 595
53161 68 306
32709 313 393
12598 215 491
39603 4 262
23619 395 566
17590 101 681
26823 313 371
13428 401 673
1086 180 188
4483 223 490
56405 99 490
36555 111 327
43294 37 229
56777 542 679
14221 478 544
41614 449 683
48513 439 594
21915 31 99
28956 78 414
26414 295 557
20772 78 192
5167 242 549
41874 437 599
55490 407 548
11849 141 166
7298 377 637
35054 78 273
402 495 505
46843 36 87
30373 455 560
10418 200 441
42788 250 598
1496 571 585
9135 26 287
12497 288 437
8686 1 510
16652 167 448
3941 141 182
27864 257 267
48247 373 527
55029 159 605
54909 328 491
34021 365 580
41321 509 606
235 227 484
55216 198 243
39048 230 581
54995 130 557
8531 229 521
39651 280 618
32181 171 275
51826 33 580
5416 31 126
3914 522 691
49810 82 366
28998 306 546
55953 80 465
56138 269 298
35170 575 628
26971 540 680
50424 474 600
36366 32 193
37619 54 676
44580 575 588
26373 2 17
41679 538 560
51840 62 505
45419 81 543
47005 45 148
52673 388 567
50074 342 389
28144 192 244
46830 504 512
25938 74 567
28859 35 352
16050 385 521
3583 577 603
44763 20 184
12782 165 248
48597 302 560
53523 469 614
34285 339 465
37991 177 485
698 102 446
34820 286 371
43828 418 676
2208 546 581
12454 215 669
53300 172 495
37291 102 340
26075 99 167
16109 441 493
40844 195 307
16688 57 475
19133 231 301
3070 97 223
37332 20 174
41716 539 566
34964 243 244
31940 207 490
423 244 244
15533 217 480
27810 51 117
49628 169 269
16254 464 649
2314 118 179
50129 88 423
41105 332 444
38098 260 617
48117 531 681
35547 543 644
26687 58 84
29067 257 655
37601 59 521
47845 376 513
35705 270 463
37608 132 490
47561 567 578
17875 211 348
18057 428 613
19184 281 592
48025 205 690
51684 479 687
6064 310 326
19314 223 282
36461 635 659
16973 55 620
43176 98 605
56649 141 641
18264 292 342
47985 3 180
54677 218 308
48350 290 504
54544 30 39
29483 104 691
3513 81 674
52924 423 518
8768 203 232
36809 412 587
12693 214 238
37886 223 231
21587 295 468
36762 144 553
5210 551 629
45097 532 687
10425 14 405
25600 123 322
25003 258 622
31798 423 600
29047 197 333
50749 90 98
22378 197 676
24352 105 519
8383 165 461
42394 122 443
40694 101 142
29243 85 208
18453 17 213
13602 41 676
44227 2 679
12462 109 317
24017 15 239
9778 678 688
34432 400 457
41443 478 490
55350 421 663
35826 125 371
6234 66 288
11607 63 86
35502 237 294
10630 151 616
45863 4 442
41884 301 676
3579 31 69
45536 217 259
6288 20 224
53998 328 508
56930 17 599
6560 123 218
15006 182 340
33206 49 579
10766 6 241
41786 153 644
17514 612 663
29742 107 420
20440 27 252
14213 248 305
54486 462 583
27299 53 620
28867 332 368
13827 284 380
7078 51 365
25921 423 643
4228 45 427
20846 210 664
33713 520 538
10444 242 329
3406 455 562
39292 26 75
27119 233 434
56031 24 27
16364 407 643
50383 493 646
49207 110 349
30695 110 620
2582 16 483
33621 153 318
42497 95 116
21894 120 182
24555 437 526
29444 36 126
41082 209 510
19893 361 523
42065 407 585
39862 176 605
47566 16 200
38195 68 662
23758 36 219
50685 354 576
47720 141 463
10981 356 689
2269 325 343
38710 307 651
9836 51 239
28159 6 167
55201 23 149
4542 40 55
21544 263 462
50424 108 191
13265 431 493
42018 219 566
28114 470 661
49058 179 269
38182 325 470
17093 176 283
45120 99 543
49844 190 299
22856 137 520
9171 564 670
16962 122 295
6935 34 511
19098 215 438
54005 9 465
33317 65 480
41940 239 564
2779 142 494
54255 268 582
34302 83 375
39125 20 302
8993 464 685
49557 80 438
37631 510 548
20265 132 662
52349 55 480
19104 230 651
5878 93 142
28799 7 679
18886 86 569
43765 323 385
34479 55 88
37043 28 307
15108 53 160
26103 349 682
49315 341 408
54684 251 274
42123 44 102
7918 598 610
17366 400 683
4599 412 588
41355 425 612
8263 290 559
18631 384 680
49501 174 509
18008 121 447
27912 203 508
156 340 650
32028 286 382
14439 43 559
1109 119 672
4933 274 281
2122 566 627
54450 142 379
8153 128 271
40940 95 115
15025 340 582
38730 588 692
52552 396 497
40839 208 357
28916 242 485
46968 321 662
24615 327 414
52869 96 302
36826 355 564
56703 482 646
13107 328 640
265 161 195
33272 189 642
42522 139 248
20248 152 465
32249 248 658
49963 575 680
37046 594 677
40091 65 187
20005 49 364
54484 184 446
57285 69 641
30391 399 649
49174 258 603
7955 173 361
48648 309 466
33252 14 167
6714 9 361
32841 139 162
49632 460 655
29315 74 591
45312 65 615
16072 457 622
53564 5 510
56164 335 613
34215 49 289
26422 33 611
27428 445 589
32112 497 520
44957 337 376
26530 154 384
36695 244 658
53827 304 546
2144 541 622
38818 289 444
12360 44 307
45775 501 601
33422 49 635
2998 143 490
27042 33 607
14535 67 625
16361 235 459
26183 402 480
53268 467 639
55708 177 412
12349 60 550
5016 494 582
28723 476 666
13925 587 651
40256 1 535
22108 238 327
16847 41 347
17904 7 223
39373 222 291
44913 202 523
13442 306 687
2824 313 387
41360 546 650
47807 209 621
41825 158 330
42993 33 118
52498 224 424
1162 81 566
45633 423 583
42725 67 640
43621 192 316
42843 11 153
50058 385 452
51024 402 425
50537 596 627
51471 90 467
46782 317 349
45859 145 339
21022 192 652
38658 120 376
21290 122 358
55415 144 459
56175 130 451
42629 273 501
55335 136 251
5376 83 366
28210 9 230
31348 193 289
28810 162 337
20363 276 372
51640 72 508
7457 63 95
5267 253 491
11381 14 618
16123 163 535
53261 20 138
13617 623 688
20969 24 333
35564 296 651
47380 35 340
38859 117 655
45209 141 485
14465 129 514
16683 174 469
42543 26 346
37082 511 530
2814 30 276
44187 302 462
2182 28 519
8184 150 598
14141 112 584
1171 43 401
14854 27 430
7294 401 596
48947 76 387
30423 175 638
23631 79 239
25986 285 682
2322 27 90
12303 493 629
39305 67 70
46290 141 248
17493 204 446
45581 514 610
25341 486 653
24993 421 631
9255 138 523
40 31 554
208 29 180
25544 185 309
33159 393 499
34635 451 613
441 7 302
33849 26 54
32640 57 607
32750 27 95
6289 446 604
39164 84 263
55196 19 116
6272 213 600
5264 19 543
49875 352 441
27105 202 340
13218 529 567
37374 542 686
50471 205 530
32677 251 328
29797 488 572
6846 232 640
41416 445 565
14495 287 542
159 397 586
12291 145 654
56827 288 399
43328 530 578
44611 55 267
23788 150 580
37617 505 620
49623 148 583
13655 130 309
40750 628 637
34466 18 486
12872 138 237
30208 128 569
17599 164 511
22178 296 479
25590 279 432
25657 380 469
49285 432 503
9485 251 570
56825 225 339
50918 51 397
6753 4 319
37756 154 168
49166 232 675
55511 461 523
7698 411 622
13855 11 634
28190 8 300
37213 143 472
54991 235 421
7390 31 217
56118 140 356
25370 382 515
7904 210 623
53296 362 404
6598 91 519
44570 335 577
812 205 260
17095 148 218
55811 319 664
35960 544 673
31589 391 664
30666 159 640
29388 376 604
34173 108 270
10703 274 303
46972 255 491
32768 48 492
33733 449 503
39774 54 460
17000 87 473
48117 183 206
5278 548 689
43897 352 615
27944 93 366
9455 156 251
16953 240 488
23498 304 668
53104 152 303
22586 477 513
47662 201 434
51234 187 659
52803 86 637
38673 520 540
35505 202 440
7756 200 341
22241 515 661
12985 267 279
43179 506 608
9958 302 500
23461 223 532
49603 10 363
21894 300 423
19261 175 649
19720 111 167
39973 258 438
34269 321 662
16724 432 588
11523 326 611
6481 356 652
55668 225 534
8624 106 525
2292 385 550
42395 99 269
40460 330 503
46176 27 77
16519 24 472
2927 451 553
29691 90 519
27720 379 559
2760 111 411
882 132 636
46055 16 215
13830 317 685
53320 72 455
24031 83 276
43626 15 361
11193 355 580
50218 89 586
52188 575 582
3619 60 470
17093 445 551
22955 188 472
19157 269 681
43569 487 595
37393 223 287
4670 139 670
5186 102 640
3655 73 92
2232 355 635
42760 198 618
25754 230 608
48684 262 686
22484 411 567
15389 164 297
53446 527 607
35490 258 580
18506 345 471
23598 437 672
23696 586 673
34561 34 128
54899 33 520
56901 162 191
38413 356 669
53580 132 198
7715 260 481
55015 500 682
21114 473 536
46314 121 221
20891 534 586
40763 53 565
36160 166 255
20639 249 496
51927 242 348
6772 291 343
29016 163 613
54607 116 381
37056 123 412
49380 237 450
11290 325 437
42867 256 367
56859 491 570
51782 151 533
38217 212 587
16671 449 546
19735 164 532
35598 223 306
33342 238 424
11258 420 511
4324 373 558
30309 41 678
13684 436 490
45729 145 478
28916 5 543
20882 454 638
11271 101 255
21513 64 150
24287 600 686
21347 333 401
35288 395 405
23510 370 381
9850 282 669
11604 407 635
21978 579 593
44784 518 625
20429 229 420
43356 202 458
14288 154 244
6461 268 389
18531 9 654
1132 213 554
20444 266 462
25725 80 549
11250 261 646
35769 488 516
46955 275 366
16252 223 365
49807 6 490
11897 395 585
20633 191 585
13801 540 665
71 277 435
37107 595 666
9231 297 560
38913 450 503
11476 121 575
54051 417 511
21505 241 660
25210 336 534
38325 193 196
18194 278 560
3851 78 628
40656 321 522
18393 102 390
20987 84 441
28799 91 613
46135 151 599
10458 468 623
34708 393 497
38166 99 653
8492 320 332
14349 168 472
8659 243 464
23012 614 622
32013 211 537
39082 161 659
25210 519 646
10175 100 229
8830 227 585
18338 129 585
35672 290 689
4041 397 474
15488 382 553
11453 417 502
3902 216 439
12251 60 331
12081 59 575
24640 129 229
12510 292 423
30682 417 468
52453 160 336
23213 133 605
431 530 636
50016 233 568
4129 227 326
14309 258 684
18892 267 514
45967 293 314
50923 339 635
52571 64 351
50945 14 19
3438 129 549
44945 15 153
43540 71 180
23787 516 630
3044 13 330
6754 167 288
42010 10 28
51699 73 100
54337 647 649
34968 502 615
55407 92 338
4347 296 620
10112 313 377
38099 387 681
30546 73 206
48571 431 598
25445 252 592
32833 254 494
34277 105 335
19779 185 446
37264 141 493
37017 374 495
35010 83 251
38058 174 393
4569 302 509
14776 57 103
16195 24 64
52489 22 79
42075 34 467
3483 429 482
15374 304 545
49727 369 474
14998 436 458
38038 194 241
15278 71 643
24874 126 356
24968 406 586
39581 393 645
43384 38 121
6224 267 594
32182 385 425
45277 88 526
41667 463 561
33463 8 645
18375 46 392
27526 151 424
43582 114 645
10722 122 183
54768 221 526
31832 319 539
14956 293 646
23648 91 225
31710 51 56
49020 494 683
21730 227 261
30845 130 318
13747 588 624
56019 58 537
33329 430 606
46071 464 493
54413 60 189
